Politics and elections,2016-12-05,"Following the result of the constitutional referendum, Matteo Renzi will resign from his office as Prime Minister of Italy. With most ballots counted, the ''No'' vote leads with 60%. "
Politics and elections,2016-12-11,Paolo Gentiloni becomes the new Prime Minister of Italy. 
#
Politics and elections,2016-07-27,Prime Minister Najib Razak gets emergency powers amid a widening scandal about corruption. 
Law and crime,2016-08-01,The Malaysian National Security Council Act comes into effect giving the Prime Minister of Malaysia Najib Razak sweeping new powers. 
#
Politics and elections,2016-05-22,"Voters in Tajikistan go to the polls for a referendum to make various amendments to the constitution which include, among other things, the elimination of term limits to allow President Emomali Rahmon and only him to run again for office and lowering the presidential age limit from 35 to 30, which observers believe will position Rahmon's son Rustam Emomali for future succession. "
Politics and elections,2016-05-23,The Tajikistani constitutional referendum results in the removal of term limits of incumbent President Emomali Rahmon. 
#
Politics and elections,2016-09-11,Voters in Croatia go to the polls for a parliamentary election with the conservative Croatian Democratic Union taking an early lead. 
Politics and elections,2016-10-19,Croatian lawmakers approve conservative Croatian Democratic Union party leader Andrej Plenković's new coalition government 91–45. 
#
Law and crime,2016-02-21,"Australia issues a security alert, warning that terrorists may be planning attacks in and around the Malaysian capital Kuala Lumpur. It also recommended that Australians avoid travel to the coastal region of eastern Sabah, where the beaches and islands are popular with foreign tourists. "
Law and crime,2016-07-04,Malaysia confirms it has suffered its first bombing by the Islamic State of Iraq and the Levant during the previous week raising fears about the spread of influence of the militant group. 
#
Disasters and accidents,2016-12-07,At least 96 people are killed following a 6.4 magnitude earthquake in Indonesia's Aceh region. Hundreds of people are injured and several buildings have collapsed. 
Disasters and accidents,2016-12-08,International aid organisations arrive in the Indonesian province of Aceh as the death toll for the earthquake passes 100. 
Disasters and accidents,2016-12-10,"At least 43,000 have been displaced by Wednesday's earthquake in the Indonesian province of Aceh. "
#
Disasters and accidents,2016-03-28,"Alaska Airlines cancels 41 flights to and from six cities across the state, Barrow, Bethel, Fairbanks, Kotzebue, Nome, and Prudhoe Bay, due to Pavlof's ''massive ash cloud.'' The carrier announces flights will remain grounded pending Tuesday's assessment of flying conditions. "
Disasters and accidents,2016-03-29,"Alaska Airlines cancels additional flights, due to the ongoing eruption of Mount Pavlof on the Alaska Peninsula. "
#
Armed conflicts and attacks,2016-06-05,"Three people are killed and 10 more are injured following an attack on a military base in Aktobe, Kazakhstan, by suspected Islamists. "
Armed conflicts and attacks,2016-06-07,"Kazakhstan police report the death toll from Sunday's attack in Aktobe is now 19 — three civilians, three National Guard servicemen, and 13 attackers. "
Armed conflicts and attacks,2016-06-10,Kazakh police kill five additional suspected militants in Aktobe as part of a ''counterterrorism operation''. 
#
Armed conflicts and attacks,2016-07-22,"Ten people, including the gunman, are killed and 21 wounded in a shooting in and around the Olympia-Einkaufszentrum shopping mall in the Moosach district of Munich, Germany, next to the Olympic stadium."
Armed conflicts and attacks,2016-07-23,"Chief Andrae reports there are ''no indications'' the teenage gunman, who killed nine people and apparently himself, had links to ISIL or any other terror group. The attack injured 27. "
#
Politics and elections,2016-05-19,Israeli Prime Minister Benjamin Netanyahu asks Yisrael Beiteinu party leader and former Foreign Minister Avigdor Lieberman to be Defense Minister. Current defense minister and former army chief of staff Moshe Ya'alon's role in the future government is unclear. Leiberman is known for his hawkish and uncompromising views. 
Politics and elections,2016-05-20,Israeli Defense minister Moshe Ya'alon announces his resignation. 
#
Politics and elections,2016-10-30,Voters in Moldova go to the polls for a presidential election. A run off election will be held on November 13 between Igor Dodon and Maia Sandu after no candidate achieved a majority of votes. 
Politics and elections,2016-11-13,"Voters in Moldova head to the polls in the country's presidential runoff between two opposition candidates, Igor Dodon, from the pro-Russian socialist PSRM, and Maia Sandu, from the pro-EU liberal PAS, with Dodon expected to win. Preliminary results, in this first Moldovan election where the president is chosen by national votes rather than by parliament, will be announced Monday. "
Politics and elections,2016-11-14,"Igor Dodon, of the Socialists’ Party, wins Sunday's Moldovan presidential election run-off with 52.2 percent of the vote, besting former Education Minister Maia Sandu of the Action and Security Party. Sandu has not yet accepted these preliminary results because of voting irregularities which she will present to the Central Election Commission for review. "
#
Business and economy,2016-05-01,Puerto Rico Governor Alejandro García Padilla says the Commonwealth will default on a $422 million bond payment due Monday. García Padilla says debt payments have been suspended in order to pay for essential services for the 3.5 million American citizens. Congress has been unable to pass a debt restructuring bill for Puerto Rico. 
Business and economy,2016-05-02,Puerto Rico defaults on a $422 million debt payment. The Governor of Puerto Rico Alejandro García Padilla calls the situation a ''humanitarian crisis''. This is the third time Puerto Rico has defaulted on bond payments. 
#
Armed conflicts and attacks,2016-12-10,"Two bombs, one detonated by a suicide bomber, near the Vodafone Arena in Istanbul, Turkey, kill at least 29 people and injure more than 150 others. Ten people have been arrested in relation to the bombings. "
Armed conflicts and attacks,2016-12-11,The Kurdistan Freedom Falcons 
Armed conflicts and attacks,2016-12-12,At least 118 HDP officials and supporters are arrested in anti-terrorism raids. HDP rejects any link with either the PKK or Kurdistan Freedom Falcons. 
#
Law and crime,2016-09-09,The United States Congress passes a law allowing families of the victims of the September 11 attacks to sue Saudi Arabia. U.S. president Barack Obama threatens to veto it. 
International relations,2016-09-28,"The United States Senate and House of Representatives override the veto of President Barack Obama in regards to the Justice Against Sponsors of Terrorism Act. The act narrows the scope of the legal doctrine of foreign sovereign immunity, specifically, in this instance against the sovereign nation of Saudi Arabia. The action is the first such congressional veto override to Obama. "
